Question,Difficulty,Correct Answer,Option 1,Option 2,Option 3,Option 4
Which hit song did Nigerian artist Yemi Alade release that includes the phrase 'Johnny'?,medium,C,Tangerine,Kissing,Johnny,Duro Timi
Which Nigerian singer was a former member of the group P-Square?,medium,C,Peter Okoye,Paul Okoye,Both A and B,None of the above
The human body contains how many vertebrae in the spine?,medium,B,24,33,26,30
Which event is marked by Nigeria's Democracy Day on June 12?,medium,A,End of military rule,Independence Day,Civil War,Constitution day
Fill in the blank: The song 'Dumebi' is a hit by Nigerian artist _______.,medium,A,Rema,Joeboy,Fireboy DML,Blaqbonez
The TV show 'Big Brother Naija' is a reality show that started in which year?,medium,C,2006,2010,2017,2019
Which muscle is primarily responsible for the movement of the arm?,medium,A,Biceps brachii,Triceps brachii,Deltoid,Pectoralis major
Which Nigerian state is known for its rich cultural heritage and the Osun-Osogbo festival?,medium,B,Lagos,Osun,Ekiti,Oyo
What is the term used for the traditional Nigerian form of storytelling?,medium,C,Griot,Kwara,Oral tradition,Folklore
Fill in the blank: The song 'Africa' by Nigerian artist _______ celebrates African unity.,medium,D,Burna Boy,Wizkid,Davido,2Baba
The year 1960 is significant in Nigeria's history because it marks _______.,easy,B,the start of the civil war,the end of British rule,the discovery of oil,the establishment of democracy
Which Nollywood actor is famous for his role in 'Living in Bondage'?,medium,B,Jim Iyke,Kanayo O. Kanayo,RMD,Desmond Elliot
The popular Afrobeats artist who collaborated with Beyoncé on the song 'Brown Skin Girl' is _______.,medium,B,Davido,Wizkid,Tiwa Savage,Olamide
Which part of the human body is responsible for detecting taste?,easy,A,Tongue,Nose,Stomach,Brain
Fill in the blank: The popular Nigerian music genre that incorporates traditional African rhythms and modern beats is called _______.,easy,B,Highlife,Afrobeats,Nigerian Pop,Juju
The first Nollywood film to gain international recognition was _______.,medium,B,The Figurine,Living in Bondage,Osuofia in London,Ije
A normal adult human has how many teeth?,easy,C,28,30,32,34
Fill in the blank: The award-winning Nigerian actress who starred in 'Lionheart' is _______.,medium,B,Funke Akindele,Genevieve Nnaji,Rita Dominic,Omotola Jalade-Ekeinde
Which event led to the establishment of the Nigerian Federation in 1954?,medium,B,The Nigerian Civil War,The Lyttleton Constitution,The Aburi Accord,The Independence Constitution
A popular genre of Nigerian music that combines traditional and modern elements is known as _______.,easy,B,Juju,Afrobeats,Highlife,Fuji
The organ that produces insulin in the human body is the _______.,medium,C,Liver,Kidney,Pancreas,Spleen
Which Nigerian state is home to the historic city of Kano?,easy,B,Ogun,Kano,Kaduna,Lagos
The Nigerian movie industry is famously referred to as _______.,easy,B,Bollywood,Nollywood,Woodland,Hollywood
Fill in the blank: The _______ is known for filtering and removing waste from the blood.,medium,C,Liver,Heart,Kidney,Spleen
Which Nigerian military ruler was in power from 1985 to 1993?,hard,D,Sani Abacha,Muhammadu Buhari,Olusegun Obasanjo,Ibrahim Babangida
The popular song 'Ye' is by which Nigerian artist?,medium,C,Wizkid,Davido,Burna Boy,Olamide
What was the first capital city of Nigeria before it moved to Abuja?,medium,B,Kano,Lagos,Ibadan,Benin City
Which Nigerian state is known as the birthplace of Nollywood?,medium,B,Lagos,Enugu,Abuja,Kaduna
Identify the Nigerian actor who gained fame for his role in the movie 'The Wedding Party'.,medium,C,Ramsey Nouah,Jim Iyke,Adesua Etomi,Desmond Elliott
Fill in the blank: The _______ system is responsible for controlling bodily functions and responses.,medium,B,Digestive,Nervous,Muscular,Endocrine
Which popular Nigerian singer is known for his unique blend of Afrobeat and hip hop?,medium,D,Olamide,2Baba,P-Square,Burna Boy
"The _______ is the largest part of the human brain, responsible for higher functions.",hard,C,Cerebellum,Brainstem,Cerebrum,Thalamus
What significant event is marked by Nigeria's Democracy Day on June 12?,medium,C,Independence,Civil War,Return to Civilian Rule,First Republic
Who is the author of the novel 'Half of a Yellow Sun'?,medium,B,Chinua Achebe,Chimamanda Ngozi Adichie,Wole Soyinka,Sefi Atta
Which conflict led to the creation of the Republic of Biafra in Nigeria?,hard,A,Nigerian Civil War,Nigerian-British conflict,Nigerian Independence Movement,Oil Crisis
Identify the Nigerian filmmaker known for producing 'The Figurine'.,medium,A,Kunle Afolayan,Niyi Akinmolayan,Tunde Kelani,Jeta Amata
Which popular Nigerian musician is often referred to as 'The African Giant'?,medium,C,Wizkid,Davido,Burna Boy,Tekno
The _______ is known for regulating body temperature and protecting against pathogens.,easy,A,Skin,Liver,Heart,Lung
What year did Nigeria experience its first democratic elections after military rule?,medium,A,1999,1993,2007,2011
Identify the Nigerian singer who is known for the hit song 'Joro'.,medium,A,Wizkid,Olamide,Davido,P-Square
Fill in the blank: The _______ is a key structure in the respiratory system responsible for gas exchange.,easy,A,Lung,Heart,Trachea,Diaphragm
Which Nigerian leader is known for his role in the abolition of the slave trade?,hard,D,Obafemi Awolowo,Nnamdi Azikiwe,Sani Abacha,Uthman dan Fodio
Who is the famous Nigerian comedian known for his stand-up comedy and 'The Night of a Thousand Laughs'?,medium,A,Ali Baba,Bovi,Basketmouth,AY
The _______ is the organ responsible for detoxifying chemicals and metabolizing drugs.,easy,A,Liver,Kidney,Heart,Stomach
Which Nigerian musician won a Grammy Award for his album 'Twice as Tall'?,medium,B,Wizkid,Burna Boy,Davido,2Baba
What historical pact did Nigeria sign to end the civil war?,hard,A,Aburi Accord,Lagos Agreement,Biafra Treaty,War Resolution Act
"Identify the Nigerian movie that tells the story of a mother's love, directed by Kunle Afolayan.",medium,D,The Figurine,The Wedding Party,Citation,October 1
In what year did Nigeria host the World Economic Forum on Africa?,medium,A,2014,2006,2012,2010
Which famous Nigerian singer is also known for his philanthropic work through the '2Baba Foundation'?,medium,B,Wizkid,2Baba,Davido,P-Square
Fill in the blank: The _______ is the organ that connects the mouth to the stomach.,easy,A,Esophagus,Trachea,Larynx,Pharynx
Who was the first President of Nigeria after the military rule in 1999?,medium,B,Umaru Musa Yar'Adua,Olusegun Obasanjo,Goodluck Jonathan,Muhammadu Buhari
Which Nigerian actress was awarded the Best Actress in a Leading Role at the Africa Movie Academy Awards in 2016?,medium,C,Funke Akindele,Omotola Jalade-Ekeinde,Genevieve Nnaji,Nse Ikpe-Etim
Identify the Nigerian singer known for the hit song 'Dumebi'.,medium,A,Rema,Joeboy,Fireboy DML,Omah Lay
What year did Nigeria's return to democracy happen after years of military rule?,medium,A,1999,2000,2001,1998
Which Nigerian actress starred in the movie 'The Set Up'?,medium,A,Adesua Etomi,Nse Ikpe-Etim,Ini Edo,Genevieve Nnaji
The _______ is responsible for regulating the body's metabolic processes.,medium,C,Pancreas,Liver,Thyroid,Heart
Fill in the blank: The _______ are the predominant ethnic group in northern Nigeria.,easy,C,Yoruba,Igbo,Hausa,Ibibio
Which Nigerian artist is known for the album 'African Giant' released in 2019?,medium,A,Burna Boy,Davido,Wizkid,Olamide
The _______ connects the throat to the stomach.,easy,B,Trachea,Esophagus,Pharynx,Larynx
Fela Kuti is best known for creating which genre of music?,medium,B,Jazz,Afrobeat,Highlife,Reggae
Who is known for the famous Nigerian movie 'The Wedding Party'?,medium,B,Kunle Afolayan,Kemi Adetiba,Ishaya Bako,Tunde Kelani
Who is the popular Nigerian actress known for her role in 'Lionheart'?,medium,A,Genevieve Nnaji,Omotola Jalade-Ekeinde,Rita Dominic,Funke Akindele
The _______ is considered the smallest bone in the human body.,hard,A,Stapes,Incus,Malleus,Coccyx
The _______ is the primary muscle involved in breathing.,easy,A,Diaphragm,Intercostals,Pectoralis major,Rectus abdominis
Which Nigerian city is famously known as the 'Centre of Excellence'?,medium,B,Kano,Lagos,Ibadan,Abuja
Who was the first female Nigerian to win an Oscar?,hard,A,Chinonye Chukwu,Genevieve Nnaji,Ngozi Onwurah,Omotola Jalade-Ekeinde
Which Nigerian leader was the first to declare a state of emergency?,hard,C,Nnamdi Azikiwe,Muhammadu Buhari,Yakubu Gowon,Olusegun Obasanjo
Who is the Nigerian director known for the film 'The Figurine'?,medium,A,Kunle Afolayan,Kemi Adetiba,Ishaya Bako,Tunde Kelani
What is the name of the Nigerian singer known for the song 'Joro'?,medium,B,Olamide,Wizkid,Davido,Burna Boy
Which Nigerian figure was known as the 'Lion of Biafra'?,hard,B,Nnamdi Azikiwe,Chukwuemeka Odumegwu Ojukwu,Olusegun Obasanjo,Muhammadu Buhari
Who is the Nigerian actress that starred in 'The Wedding Party'?,medium,A,Adesua Etomi,Genevieve Nnaji,Omotola Jalade-Ekeinde,Yemi Alade
The _______ regulates body temperature and is part of the brain.,medium,A,Hypothalamus,Cerebellum,Thalamus,Cerebrum
The _______ is a part of the brain that controls voluntary movement.,medium,B,Cerebellum,Cerebrum,Brainstem,Hypothalamus
In what year did Nigeria's independence occur?,easy,B,1959,1960,1961,1963
Who is popularly known as the 'African Bad Girl'?,medium,A,Tiwa Savage,Yemi Alade,Simi,Niniola
The _______ is a vital part of the body's circulatory system.,easy,D,Veins,Capillaries,Arteries,All of the above
Who is the award-winning Nigerian singer known for the song 'Duduke'?,medium,A,Simi,Timi Dakolo,Tiwa Savage,Yemi Alade
The _______ is a group of bones forming the spine.,easy,B,Ribs,Vertebrae,Skull,Pelvis
What major event took place in Nigeria in 2015?,medium,A,General elections,Independence Day,Civil War,Military coup
The _______ is the main organ for detoxifying harmful substances in the body.,medium,B,Kidneys,Liver,Spleen,Pancreas
Which Nigerian independence leader was educated at the University of London?,hard,A,Nnamdi Azikiwe,Obafemi Awolowo,Ahmadu Bello,Abubakar Tafawa Balewa
Who is the Nigerian filmmaker behind the movie 'Kofoworola Adebimpe'?,medium,A,Tunde Kelani,Kunle Afolayan,Kemi Adetiba,Ishaya Bako
Which major Nigerian river is the longest in the country?,medium,A,Niger River,Benue River,Cross River,Zambezi River
Who is known for the 2021 hit song 'Essence' featuring Tems?,medium,C,Davido,Burna Boy,Wizkid,Olamide
What is the name of the popular Nigerian reality TV show that started in 2006?,medium,A,Big Brother Naija,MTN Project Fame,Gulder Ultimate Search,Star Quest
Which Nigerian state is home to the Aso Rock?,easy,B,Lagos,Abuja,Enugu,Rivers
Fill in the blank: The _______ is the primary organ responsible for pumping blood in the human body.,easy,B,Lung,Heart,Liver,Kidney
Who won the 2007 Nigerian Idol competition?,medium,A,Timi Dakolo,Yeka Onka,Mercy Chinwo,Omawumi Megbele
Fill in the blank: The _______ is the primary muscle used for breathing.,medium,A,Diaphragm,Pectoralis,Latissimus Dorsi,Intercostals
Which famous Nigerian actress starred in the movie 'The Wedding Party'?,medium,D,Genevieve Nnaji,Omotola Jalade-Ekeinde,Rita Dominic,Adesua Etomi
The human skeleton consists of how many bones in an adult?,hard,A,206,215,200,210
"What significant event took place on October 1st, 1960 in Nigeria?",easy,A,Independence Day,Civil War Start,Military Coup,Constitution Signing
Fill in the blank: The _______ is the basic functional unit of the nervous system.,hard,A,Neuron,Glia,Dendrite,Axon
Which Nigerian artist is known for his unique blend of Afrobeat and hip-hop music?,medium,A,Fela Kuti,Nasty C,Olamide,Ruggedman
Which Nigerian state was the birthplace of the famous novelist Chinua Achebe?,medium,A,Anambra,Lagos,Enugu,Rivers
Fill in the blank: The _______ is a key organ in the digestive system that produces bile.,medium,C,Stomach,Pancreas,Liver,Gallbladder
Which Nigerian actor played a lead role in the movie 'October 1'?,medium,B,Kanayo O. Kanayo,Sadiq Daba,Joke Silva,Kunle Afolayan
Who served as the military head of state in Nigeria from 1993 to 1998?,hard,A,Sani Abacha,Abdul Salami Abubakar,Olusegun Obasanjo,Muhammadu Buhari
Fill in the blank: The _______ is the smallest unit of life.,easy,B,Atom,Cell,Tissue,Organ
Which Nigerian singer was awarded the Grammy for Best World Music Album in 2021?,hard,A,Burna Boy,Wizkid,Davido,Yemi Alade
The process through which the body produces energy from food is known as _______.,medium,C,Digestion,Respiration,Metabolism,Circulation
Which popular Nigerian actress is known for her role in the series 'The Johnsons'?,medium,A,Funke Akindele,Toyin Abraham,Mercy Aigbe,Chika Ike
Which Nigerian musician is popularly known as 'Wizzy'?,easy,A,Wizkid,Olamide,Davido,Burna Boy
What is the name of the Nigerian traditional dance known for its acrobatic movements?,medium,C,Samba,Ballet,Atilogwu,Hip-hop
Fill in the blank: The _______ is the part of the human eye that controls light entry.,easy,B,Cornea,Pupil,Lens,Retina
Which Nigerian state is known for its oil production and is often referred to as the 'Oil State'?,medium,B,Rivers,Delta,Akwa Ibom,Bayelsa
Who is the creator of the Nigerian animated series 'Sisi Yemmie'?,hard,D,Tolu Ogunlesi,Biyi Bandele,Yemi Alade,Omoniyi Makun
Which Nigerian historical figure is known for leading a rebellion against British colonial rule in the early 20th century?,hard,D,Nnamdi Azikiwe,Obafemi Awolowo,Amalgamation,Baba Oloye
Which Nigerian musician is commonly referred to as 'African Giant'?,medium,C,Davido,Wizkid,Burna Boy,Olamide
The human body's framework is known as the _______.,easy,A,Skeleton,Musculoskeletal,Cartilage,Tissue
A common symptom of diabetes is excessive _______.,easy,B,Sweating,Thirst,Hunger,Fatigue
The human liver is responsible for producing _______.,medium,B,Insulin,Bile,Hemoglobin,Adrenaline
Who is the most awarded African artist in the history of the Grammys?,hard,D,Burna Boy,Wizkid,Davido,Angelique Kidjo
Fill in the blank: The _______ is a part of the brain associated with balance and coordination.,medium,B,Cerebrum,Cerebellum,Hypothalamus,Medulla
Which Nigerian movie was nominated for an Oscar in the Best International Feature Film category?,hard,C,Half of a Yellow Sun,The Wedding Party,Lionheart,The Figurine
Which Nigerian ethnic group is predominantly found in the southeastern region?,easy,C,Yoruba,Hausa,Igbo,Fulani
Which Nigerian singer is known for his slogan 'Omo Baba Olowo'?,medium,B,Olamide,Davido,Tekno,Wizkid
Which Nigerian actor starred in the movie 'October 1'?,medium,A,Kunle Afolayan,Richard Mofe-Damijo,Aremu Afolayan,Ramsey Nouah
Which sport is Nigeria's national pastime?,easy,B,Basketball,Football,Cricket,Athletics
Fill in the blank: The _______ is a traditional Nigerian dish made from fermented maize.,easy,C,Jollof Rice,Pounded Yam,Ogi,Egusi Soup
Which Nigerian musician is known for his contributions to Afrobeats and has the album 'Ayo'?,medium,C,P-Square,Wizkid,2Baba,Olamide
The human skin helps to regulate _______.,easy,B,Blood pressure,Body temperature,Heart rate,Respiration
Who is the Nigerian singer known for the hit song 'Duduke'?,medium,A,Simi,Yemi Alade,Tiwa Savage,Niniola
Which Nigerian leader is known for the 'Third Republic'?,hard,C,Sani Abacha,Olusegun Obasanjo,Ibrahim Babangida,Abdul Salami Abubakar
